00333009058  55.31167    7.00000      0.000   9.81543489
00333008954  55.82117    7.00000      0.000   9.81587191
00333008934  55.88783    7.00000      0.000   9.81591876
00333008928  55.90750    7.00000      0.000   9.81592872
00333008921  55.93133    7.00000      0.000   9.81595567
00333008915  55.95150    7.00000      0.000   9.81596946
00333008897  56.01317    7.00000      0.000   9.81602885
00042007509  56.43500    7.00000      0.000   9.81636348
00333008960  55.80050    7.00017      0.000   9.81584378
00333008903  55.99217    7.00017      0.000   9.81600948
00333008909  55.97200    7.00033      0.000   9.81598951
00612020071  57.55783    7.00033      0.000   9.81730996
00403001086  58.10533    7.00033    105.000   9.81760926
00333009051  55.33267    7.00083      0.000   9.81544793
00042007117  57.14500    7.00167      0.000   9.81688920
00611006086  57.26617    7.00167      0.000   9.81697438
00403001166  58.04217    7.00167     24.000   9.81769499
00403002167  58.14483    7.00200    166.600   9.81742621
00333456830  55.75167    7.00217      0.000   9.81580747
00044180050  57.29850    7.00217      0.000   9.81704724
00630001089  58.45500    7.00217    234.000   9.81747706
00348036062  55.00367    7.00267      0.000   9.81517537
00044170004  56.81917    7.00300      0.000   9.81673944
00403002108  58.18550    7.00317    155.000   9.81746718
00042007508  56.48667    7.00333      0.000   9.81634922
00403001159  58.02267    7.00333      1.000   9.81772502
00611004010  57.91667    7.00400      0.000   9.81742344
00044100006  57.39383    7.00433      0.000   9.81720289
00403002254  57.99350    7.00433      0.250   9.81770803
00403001102  58.11667    7.00433     70.000   9.81765062
00403002224  58.21067    7.00433    255.000   9.81734254
00044020007  56.70917    7.00450      0.000   9.81652407
00403001087  58.10933    7.00450    100.000   9.81760403
00348066119  55.00850    7.00467      0.000   9.81518441
00612021004  57.56100    7.00500      0.000   9.81731195
00612023030  57.75467    7.00500      0.000   9.81737277
00348066120  55.01783    7.00517      0.000   9.81520433
00630001090  58.42183    7.00517    234.000   9.81745141
00348066164  55.42217    7.00533      0.000   9.81549998
00348066121  55.02700    7.00550      0.000   9.81521608
00348066122  55.03617    7.00567      0.000   9.81521905
00348066123  55.04550    7.00567      0.000   9.81522375
00612011258  57.38450    7.00567      0.000   9.81720179
00348066124  55.05467    7.00600      0.000   9.81522440
00348066165  55.43133    7.00600      0.000   9.81551566
00403002256  57.99983    7.00600      0.250   9.81771619
00403001091  58.09050    7.00600     25.000   9.81774589
00405000625  58.30583    7.00600    276.000   9.81730738
00348066163  55.41300    7.00617      0.000   9.81548710
00044010007  56.89417    7.00617      0.000   9.81681429
00348066125  55.06400    7.00633      0.000   9.81522609
00333138323  55.21700    7.00633      0.000   9.81539159
00348066172  55.49583    7.00633      0.000   9.81557948
00403001161  58.04533    7.00633     29.600   9.81769009
00348066129  55.10117    7.00650      0.000   9.81526560
00348066126  55.07350    7.00667      0.000   9.81523023
00042007521  55.56833    7.00667      0.000   9.81561216
00044070159  57.05300    7.00667      0.000   9.81688879
00348066127  55.08250    7.00683      0.000   9.81524053
00348066128  55.09183    7.00683      0.000   9.81525232
00348066171  55.48667    7.00683      0.000   9.81556691
00611006087  57.25800    7.00683      0.000   9.81696641
00403001101  58.11967    7.00683     65.000   9.81764545
00403002106  58.17883    7.00683    208.000   9.81735163
00403002204  58.25767    7.00683    296.700   9.81727714
00348066130  55.11067    7.00717      0.000   9.81527903
00348066162  55.40367    7.00717      0.000   9.81546707
00348066166  55.44067    7.00717      0.000   9.81553158
00348066167  55.45000    7.00717      0.000   9.81554319
00348066168  55.45933    7.00717      0.000   9.81551291
00403001090  58.09683    7.00717     37.500   9.81772681
00348066169  55.46867    7.00733      0.000   9.81551504
00348061042  55.49783    7.00733      0.000   9.81555568
00044110008  57.40850    7.00733      0.000   9.81721069
00611009224  56.98400    7.00750      0.000   9.81685141
00403002147  58.15850    7.00767    185.000   9.81739968
00405000624  58.31117    7.00767    285.000   9.81729430
00348066131  55.11967    7.00783      0.000   9.81529253
00348066132  55.12867    7.00800      0.000   9.81530522
00348066161  55.39467    7.00817      0.000   9.81545584
00348047003  55.16867    7.00833      0.000   9.81535159
00348066170  55.47783    7.00833      0.000   9.81554590
00042007105  56.80333    7.00833      0.000   9.81671384
00044180051  57.28683    7.00833      0.000   9.81702587
00321000118  58.22500    7.00833    213.730   9.81741591
00403001107  58.12550    7.00850      5.000   9.81772051
00348066151  55.30283    7.00867      0.000   9.81544899
00348066133  55.13800    7.00900      0.000   9.81531200
00348066155  55.33983    7.00900      0.000   9.81548251
00348066160  55.38550    7.00900      0.000   9.81546026
00348066152  55.31217    7.00917      0.000   9.81545013
00348066153  55.32150    7.00917      0.000   9.81546444
00348066154  55.33083    7.00917      0.000   9.81547626
00403002255  57.98533    7.00933      0.600   9.81769717
00348066135  55.15617    7.00950      0.000   9.81533463
00348066134  55.14717    7.00967      0.000   9.81532564
00612006412  56.02367    7.00967      0.000   9.81604966
00403002219  58.22300    7.00967    205.100   9.81742998
00403002107  58.18567    7.01000    140.000   9.81748851
00348066136  55.16517    7.01017      0.000   9.81534231
00348066156  55.34883    7.01017      0.000   9.81547815
00348053002  55.35017    7.01017      0.000   9.81548869
00612009232  56.89217    7.01033      0.000   9.81678953
00348066150  55.29367    7.01050      0.000   9.81544081
00348066159  55.37650    7.01050      0.000   9.81546662
00044130031  57.74250    7.01117      0.000   9.81737991
00403002258  58.01433    7.01117      7.000   9.81770926
